ATIVO;DESC ATIVO;COMPONENTE;PROJETO;MDO;CODIGO;DESC CODIGO;FATOR I;FATOR R;FILTRO
GLV20;GRAMPO DE LINHA VIVA;GLV20;RONDONIA;MAO-DE-OBRA;1118;Conexão Tipo com Cunha, por peça.;1.0;1.0;
;GRAMPO DE LINHA VIVA;GLV20;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
;GRAMPO DE LINHA VIVA;GLV20;RONDONIA;MATERIAL;90658;ALCA ESTRIBO NORM COMPR COBRE 150A 86X131MM 6,5MM;1.0;1.0;
;GRAMPO DE LINHA VIVA;GLV20;RONDONIA;MATERIAL;90487;CARTUCHO CONECTOR CUNHA METAL 14,8X5,7X7,0MM AZUL;1.0;1.0;
;GRAMPO DE LINHA VIVA;GLV20;RONDONIA;MATERIAL;90346;CONECTOR CUNHA CB-EST ALUM 9,06-11,34MM 2AWG AZ;1.0;1.0;
;GRAMPO DE LINHA VIVA;GLV20;RONDONIA;MATERIAL;90460;CONECTOR GRAMPO LINHA VIVA COBR 2-1/0AWG/8-2/0AWG 100A;1.0;1.0;
GLV4;GRAMPO DE LINHA VIVA;GLV4;RONDONIA;MAO-DE-OBRA;1118;Conexão Tipo com Cunha, por peça.;1.0;1.0;
;GRAMPO DE LINHA VIVA;GLV4;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
;GRAMPO DE LINHA VIVA;GLV4;RONDONIA;MATERIAL;90658;ALCA ESTRIBO NORM COMPR COBRE 150A 86X131MM 6,5MM;1.0;1.0;
;GRAMPO DE LINHA VIVA;GLV4;RONDONIA;MATERIAL;90488;CARTUCHO CONECTOR CUNHA METAL 14,8X5,7X7,0MM VERMELHO;1.0;1.0;
;GRAMPO DE LINHA VIVA;GLV4;RONDONIA;MATERIAL;90797;CONECTOR CUNHA ALUM CN-13 6,55-10,11/5,18-8,38MM VRM;1.0;1.0;
;GRAMPO DE LINHA VIVA;GLV4;RONDONIA;MATERIAL;90460;CONECTOR GRAMPO LINHA VIVA COBR 2-1/0AWG/8-2/0AWG 100A;1.0;1.0;
GLV40;GRAMPO DE LINHA VIVA;GLV40;RONDONIA;MAO-DE-OBRA;1118;Conexão Tipo com Cunha, por peça.;1.0;1.0;
;GRAMPO DE LINHA VIVA;GLV40;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
;GRAMPO DE LINHA VIVA;GLV40;RONDONIA;MATERIAL;90658;ALCA ESTRIBO NORM COMPR COBRE 150A 86X131MM 6,5MM;1.0;1.0;
;GRAMPO DE LINHA VIVA;GLV40;RONDONIA;MATERIAL;90487;CARTUCHO CONECTOR CUNHA METAL 14,8X5,7X7,0MM AZUL;1.0;1.0;
;GRAMPO DE LINHA VIVA;GLV40;RONDONIA;MATERIAL;90790;CONECTOR CUNHA ALUM CN-06 9,25-14,53/6,55-14,53MM AZL;1.0;1.0;
;GRAMPO DE LINHA VIVA;GLV40;RONDONIA;MATERIAL;90461;CONECTOR GRAMPO LINHA VIVA ALUM 35-120MM2/10-95MM2 400A;1.0;1.0;
GLV50;GRAMPO DE LINHA VIVA;GLV50P;RONDONIA;MAO-DE-OBRA;1118;Conexão Tipo com Cunha, por peça.;3.0;3.0;
;GRAMPO DE LINHA VIVA;GLV50P;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;3.0;3.0;
;GRAMPO DE LINHA VIVA;GLV50P;RONDONIA;MATERIAL;90658;ALCA ESTRIBO NORM COMPR COBRE 150A 86X131MM 6,5MM;3.0;3.0;
;GRAMPO DE LINHA VIVA;GLV50P;RONDONIA;MATERIAL;90487;CARTUCHO CONECTOR CUNHA METAL 14,8X5,7X7,0MM AZUL;3.0;3.0;
;GRAMPO DE LINHA VIVA;GLV50P;RONDONIA;MATERIAL;90458;COBERTURA PROT GLV PEAD 325X220MM 36,2KV CNZ;3.0;3.0;
;GRAMPO DE LINHA VIVA;GLV50P;RONDONIA;MATERIAL;90791;CONECTOR CUNHA ALUM CN-10 8,23-14,53/4,11-11,79MM AZL;3.0;3.0;
;GRAMPO DE LINHA VIVA;GLV50P;RONDONIA;MATERIAL;90460;CONECTOR GRAMPO LINHA VIVA COBR 2-1/0AWG/8-2/0AWG 100A;3.0;3.0;
GLV70;GRAMPO DE LINHA VIVA;GLV70P;RONDONIA;MAO-DE-OBRA;1118;Conexão Tipo com Cunha, por peça.;3.0;3.0;
;GRAMPO DE LINHA VIVA;GLV70P;RONDONIA;MAO-DE-OBRA;1119;Conexão Tipo compressão, por peça.;3.0;3.0;
;GRAMPO DE LINHA VIVA;GLV70P;RONDONIA;MATERIAL;90658;ALCA ESTRIBO NORM COMPR COBRE 150A 86X131MM 6,5MM;3.0;3.0;
;GRAMPO DE LINHA VIVA;GLV70P;RONDONIA;MATERIAL;90487;CARTUCHO CONECTOR CUNHA METAL 14,8X5,7X7,0MM AZUL;3.0;3.0;
;GRAMPO DE LINHA VIVA;GLV70P;RONDONIA;MATERIAL;90458;COBERTURA PROT GLV PEAD 325X220MM 36,2KV CNZ;3.0;3.0;
;GRAMPO DE LINHA VIVA;GLV70P;RONDONIA;MATERIAL;90346;CONECTOR CUNHA CB-EST ALUM 9,06-11,34MM 2AWG AZ;3.0;3.0;
;GRAMPO DE LINHA VIVA;GLV70P;RONDONIA;MATERIAL;90460;CONECTOR GRAMPO LINHA VIVA COBR 2-1/0AWG/8-2/0AWG 100A;3.0;3.0;
IP;LUMINARIA PÚBLICA COM BRAÇO.;IP;RONDONIA;MAO-DE-OBRA;1138;Luminaria Pública com Braço.;1.0;1.0;
CE1LV;ESTRUTURA CE1 LV (SDMT);LVCE1;RONDONIA;MAO-DE-OBRA;62185;ESTRUTURA CE1 LV (SDMT);1.0;1.0;
;ESTRUTURA CE1A LV (SDMT);LVCE1A;RONDONIA;MAO-DE-OBRA;62216;ESTRUTURA CE1A LV (SDMT);1.0;1.0;
;ESTRUTURA CE2/ CE2H LV (SDMT);LVCE2;RONDONIA;MAO-DE-OBRA;62187;ESTRUTURA CE2/ CE2H LV (SDMT);1.0;1.0;
;ESTRUTURA CE3 LV (SDMT);LVCE3;RONDONIA;MAO-DE-OBRA;62191;ESTRUTURA CE3 LV (SDMT);1.0;1.0;
;ESTRUTURA CE4 LV (SDMT);LVCE4;RONDONIA;MAO-DE-OBRA;62196;ESTRUTURA CE4 LV (SDMT);1.0;1.0;
;CHAVE FACA <= 34,5 kV LV (SDMT) POR FASE;LVCHFACA;RONDONIA;MAO-DE-OBRA;62214;CHAVE FACA <= 34,5 kV LV (SDMT) POR FASE;1.0;1.0;
;GLV LV POR UN;LVGLV;RONDONIA;MAO-DE-OBRA;64081;GLV LV POR UN;1.0;1.0;
;ESTRUTURA B1/M1/N1/T1 CONCRETO LV (SDMT);LVN1;RONDONIA;MAO-DE-OBRA;60061;ESTRUTURA B1/M1/N1/T1 CONCRETO LV (SDMT);1.0;1.0;
;ESTRUTURA B2/ME2/N2/T2 CONCRETO LV (SDMT);LVN2;RONDONIA;MAO-DE-OBRA;60070;ESTRUTURA B2/ME2/N2/T2 CONCRETO LV (SDMT);1.0;1.0;
;ESTRUTURA B3/M3/N3/T3 CONCRETO LV (SDMT);LVN3;RONDONIA;MAO-DE-OBRA;60082;ESTRUTURA B3/M3/N3/T3 CONCRETO LV (SDMT);1.0;1.0;
;ESTRUTURA B4/M4/N4/T4 CONCRETO LV (SDMT);LVN4;RONDONIA;MAO-DE-OBRA;60098;ESTRUTURA B4/M4/N4/T4 CONCRETO LV (SDMT);1.0;1.0;
;COBERTURA PROTETORA LV (SDMT) POR FASE;LVPOSTE;RONDONIA;MAO-DE-OBRA;68049;COBERTURA PROTETORA LV (SDMT) POR FASE;1.0;1.0;
;ESTRUTURA U1 LV (SDMT);LVU1;RONDONIA;MAO-DE-OBRA;62241;ESTRUTURA U1 LV (SDMT);1.0;1.0;
;ESTRUTURA U2 LV (SDMT);LVU2;RONDONIA;MAO-DE-OBRA;62243;ESTRUTURA U2 LV (SDMT);1.0;1.0;
;ESTRUTURA U3 LV (SDMT);LVU3;RONDONIA;MAO-DE-OBRA;62245;ESTRUTURA U3 LV (SDMT);1.0;1.0;
;ESTRUTURA U4 LV (SDMT);LVU4;RONDONIA;MAO-DE-OBRA;62248;ESTRUTURA U4 LV (SDMT);1.0;1.0;
;MEDIDOR TRIFASICO ATIVO/REATIVO 120;MDTR120;RONDONIA;MATERIAL;42780;MEDIDOR TRIF.EN.ATIV/REAT 120/240V;1.0;1.0;
PR;INSTALR PARA RAIO POR PEÇA.;PARA RAIO-MO;RONDONIA;MAO-DE-OBRA;1084;Pára-raios (peça).;1.0;1.0;
PODA;PODA DE ARVORE EM RDU - POR UNIDADE;PODA;RONDONIA;MAO-DE-OBRA;1208;Poda de Arvore em RDU - por unidade.;1.0;1.0;
PR127;PARA-RAIOS DISTR BT POLIM 127V 10KA OX MT S/CENT RSI;PR127-2;RONDONIA;MAO-DE-OBRA;1117;Conexão Tipo ampactinho, por peça.;2.0;2.0;
;PARA-RAIOS DISTR BT POLIM 127V 10KA OX MT S/CENT RSI;PR127-2;RONDONIA;MAO-DE-OBRA;1120;Conexão Tipo de aperto, por peça.;2.0;2.0;
;PARA-RAIOS DISTR BT POLIM 127V 10KA OX MT S/CENT RSI;PR127-2;RONDONIA;MAO-DE-OBRA;1084;Pára-raios (peça).;2.0;2.0;
;PARA-RAIOS DISTR BT POLIM 127V 10KA OX MT S/CENT RSI;PR127-2;RONDONIA;MATERIAL;22491;CABO COBRE ISOL 750V 10MM;1.0;1.0;
;PARA-RAIOS DISTR BT POLIM 127V 10KA OX MT S/CENT RSI;PR127-2;RONDONIA;MATERIAL;90474;CONEC CUNHA RML COBR TP IV 2,54-6,55/1,27-4,65MM AZ;2.0;2.0;
;PARA-RAIOS DISTR BT POLIM 127V 10KA OX MT S/CENT RSI;PR127-2;RONDONIA;MATERIAL;90353;CONECTOR DERIV PERFURAT C/C 1,0KV 16-120MM2/4-35MM2;2.0;2.0;
;PARA-RAIOS DISTR BT POLIM 127V 10KA OX MT S/CENT RSI;PR127-2;RONDONIA;MATERIAL;90207;PARA-RAIOS DISTR BT POLIM 127V 10KA OX MT S/CENT RSI;2.0;2.0;
MD/LEVE;POSTE DE MADEIRA;PST MAD 11;RONDONIA;MAO-DE-OBRA;1015;Poste Limpo (sem mat. ou equip.) 12 >=P<= 600;1.0;1.0;
;POSTE DE MADEIRA;PST MAD 11;RONDONIA;MATERIAL;22241;POSTE DE MADEIRA;1.0;1.0;
;POSTE DE MADEIRA;PST MAD 9;RONDONIA;MAO-DE-OBRA;1015;Poste Limpo (sem mat. ou equip.) 12 >=P<= 600;1.0;1.0;
;POSTE DE MADEIRA;PST MAD 9;RONDONIA;MATERIAL;670110;POSTE DE MADEIRA;1.0;1.0;
MD/EUC;"POSTE EUC.TRATADO 10,00M ""L""";PST22653;RONDONIA;MAO-DE-OBRA;1015;Poste Limpo (sem mat. ou equip.) 12 >=P<= 600;1.0;1.0;
;"POSTE EUC.TRATADO 10,00M ""L""";PST22653;RONDONIA;MATERIAL;22653;"POSTE EUC.TRATADO 10,00M ""L""";1.0;1.0;
RAMAL;REINSTALAR RAMAL DE SERVICO;RAMAL-MO;RONDONIA;MAO-DE-OBRA;1166;Ramal de serviço Multiplex.;1.0;1.0;
RMAMA;RAMAL SERV MON - 1X10+10 (DUPLEX) PARA CABO 2 AWG;RAS10D2;RONDONIA;MAO-DE-OBRA;1117;Conexão Tipo ampactinho, por peça.;2.0;2.0;
;RAMAL SERV MON - 1X10+10 (DUPLEX) PARA CABO 2 AWG;RAS10D2;RONDONIA;MAO-DE-OBRA;1166;Ramal de serviço Multiplex.;1.0;1.0;
;RAMAL SERV MON - 1X10+10 (DUPLEX) PARA CABO 2 AWG;RAS10D2;RONDONIA;MATERIAL;90303;ALCA PREF SERV ACO-ZINC 3,90-4,30MM 345MM MRM;1.0;1.0;
;RAMAL SERV MON - 1X10+10 (DUPLEX) PARA CABO 2 AWG;RAS10D2;RONDONIA;MATERIAL;90472;CONEC CUNHA RML COBR TP II 3,17-8,12/3,17-5,21MM VD;2.0;2.0;
RMAM;RAMAL SERV.MONO.1X10+10 (DUPLEX) PERFURACAO;RAS10D35;RONDONIA;MAO-DE-OBRA;1117;Conexão Tipo ampactinho, por peça.;1.0;1.0;
;RAMAL SERV.MONO.1X10+10 (DUPLEX) PERFURACAO;RAS10D35;RONDONIA;MAO-DE-OBRA;1120;Conexão Tipo de aperto, por peça.;1.0;1.0;
;RAMAL SERV.MONO.1X10+10 (DUPLEX) PERFURACAO;RAS10D35;RONDONIA;MAO-DE-OBRA;1166;Ramal de serviço Multiplex.;1.0;1.0;
;RAMAL SERV.MONO.1X10+10 (DUPLEX) PERFURACAO;RAS10D35;RONDONIA;MATERIAL;90303;ALCA PREF SERV ACO-ZINC 3,90-4,30MM 345MM MRM;1.0;1.0;
;RAMAL SERV.MONO.1X10+10 (DUPLEX) PERFURACAO;RAS10D35;RONDONIA;MATERIAL;90472;CONEC CUNHA RML COBR TP II 3,17-8,12/3,17-5,21MM VD;1.0;1.0;
;RAMAL SERV.MONO.1X10+10 (DUPLEX) PERFURACAO;RAS10D35;RONDONIA;MATERIAL;90355;CONECTOR DERIV PERFURAT C/C 1,0KV 35-120MM2/10-35MM2;1.0;1.0;
RTAMA;RAMAL SERV MON - 3X10+10 (QUADRIPLEX) PARA CABO 2 AWG;RAS10Q2;RONDONIA;MAO-DE-OBRA;1117;Conexão Tipo ampactinho, por peça.;4.0;4.0;
;RAMAL SERV MON - 3X10+10 (QUADRIPLEX) PARA CABO 2 AWG;RAS10Q2;RONDONIA;MAO-DE-OBRA;1166;Ramal de serviço Multiplex.;1.0;1.0;
;RAMAL SERV MON - 3X10+10 (QUADRIPLEX) PARA CABO 2 AWG;RAS10Q2;RONDONIA;MATERIAL;90303;ALCA PREF SERV ACO-ZINC 3,90-4,30MM 345MM MRM;1.0;1.0;
;RAMAL SERV MON - 3X10+10 (QUADRIPLEX) PARA CABO 2 AWG;RAS10Q2;RONDONIA;MATERIAL;90472;CONEC CUNHA RML COBR TP II 3,17-8,12/3,17-5,21MM VD;4.0;4.0;
RTAM;RAMAL SERV.TRIF.3X10+10 (QUADRIPLEX) PERFURACAO;RAS10Q35;RONDONIA;MAO-DE-OBRA;1117;Conexão Tipo ampactinho, por peça.;1.0;1.0;
;RAMAL SERV.TRIF.3X10+10 (QUADRIPLEX) PERFURACAO;RAS10Q35;RONDONIA;MAO-DE-OBRA;1120;Conexão Tipo de aperto, por peça.;3.0;3.0;
;RAMAL SERV.TRIF.3X10+10 (QUADRIPLEX) PERFURACAO;RAS10Q35;RONDONIA;MAO-DE-OBRA;1166;Ramal de serviço Multiplex.;1.0;1.0;
;RAMAL SERV.TRIF.3X10+10 (QUADRIPLEX) PERFURACAO;RAS10Q35;RONDONIA;MATERIAL;90303;ALCA PREF SERV ACO-ZINC 3,90-4,30MM 345MM MRM;1.0;1.0;
;RAMAL SERV.TRIF.3X10+10 (QUADRIPLEX) PERFURACAO;RAS10Q35;RONDONIA;MATERIAL;90472;CONEC CUNHA RML COBR TP II 3,17-8,12/3,17-5,21MM VD;1.0;1.0;
;RAMAL SERV.TRIF.3X10+10 (QUADRIPLEX) PERFURACAO;RAS10Q35;RONDONIA;MATERIAL;90355;CONECTOR DERIV PERFURAT C/C 1,0KV 35-120MM2/10-35MM2;3.0;3.0;
RBAMA;RAMAL SERV.TRIF.3X10+10 (TRIPLEX) PARA CABO 2 AWG;RAS10T2;RONDONIA;MAO-DE-OBRA;1117;Conexão Tipo ampactinho, por peça.;3.0;3.0;
;RAMAL SERV.TRIF.3X10+10 (TRIPLEX) PARA CABO 2 AWG;RAS10T2;RONDONIA;MAO-DE-OBRA;1166;Ramal de serviço Multiplex.;1.0;1.0;
;RAMAL SERV.TRIF.3X10+10 (TRIPLEX) PARA CABO 2 AWG;RAS10T2;RONDONIA;MATERIAL;90305;ALCA PREF SERV ACO-ZINC 6,00-6,70MM 330MM LRJ;1.0;1.0;
;RAMAL SERV.TRIF.3X10+10 (TRIPLEX) PARA CABO 2 AWG;RAS10T2;RONDONIA;MATERIAL;90472;CONEC CUNHA RML COBR TP II 3,17-8,12/3,17-5,21MM VD;3.0;3.0;
RBAM;RAMAL SERV.BIFAS.2X10+10 (TRIPLEX) PERFURACAO;RAS10T35;RONDONIA;MAO-DE-OBRA;1117;Conexão Tipo ampactinho, por peça.;1.0;1.0;
;RAMAL SERV.BIFAS.2X10+10 (TRIPLEX) PERFURACAO;RAS10T35;RONDONIA;MAO-DE-OBRA;1120;Conexão Tipo de aperto, por peça.;2.0;2.0;
;RAMAL SERV.BIFAS.2X10+10 (TRIPLEX) PERFURACAO;RAS10T35;RONDONIA;MAO-DE-OBRA;1166;Ramal de serviço Multiplex.;1.0;1.0;
;RAMAL SERV.BIFAS.2X10+10 (TRIPLEX) PERFURACAO;RAS10T35;RONDONIA;MATERIAL;90303;ALCA PREF SERV ACO-ZINC 3,90-4,30MM 345MM MRM;1.0;1.0;
;RAMAL SERV.BIFAS.2X10+10 (TRIPLEX) PERFURACAO;RAS10T35;RONDONIA;MATERIAL;90471;CONEC CUNHA RML COBR TP I 3,17-8,12/3,17-7,42MM CZ;1.0;1.0;
;RAMAL SERV.BIFAS.2X10+10 (TRIPLEX) PERFURACAO;RAS10T35;RONDONIA;MATERIAL;90355;CONECTOR DERIV PERFURAT C/C 1,0KV 35-120MM2/10-35MM2;2.0;2.0;
RMAM16A;RAMAL SERV.MON.1X16+16 (DUPLEX) PARA CABO 2 AWG;RAS16D2;RONDONIA;MAO-DE-OBRA;1117;Conexão Tipo ampactinho, por peça.;2.0;2.0;
;RAMAL SERV.MON.1X16+16 (DUPLEX) PARA CABO 2 AWG;RAS16D2;RONDONIA;MAO-DE-OBRA;1166;Ramal de serviço Multiplex.;1.0;1.0;
;RAMAL SERV.MON.1X16+16 (DUPLEX) PARA CABO 2 AWG;RAS16D2;RONDONIA;MATERIAL;90304;ALCA PREF SERV ACO-ZINC 4,90-5,40MM 305MM BRC;1.0;1.0;
;RAMAL SERV.MON.1X16+16 (DUPLEX) PARA CABO 2 AWG;RAS16D2;RONDONIA;MATERIAL;90471;CONEC CUNHA RML COBR TP I 3,17-8,12/3,17-7,42MM CZ;2.0;2.0;
RMAM16;RAMAL SERV.MON.1X16+16 (DUPLEX) PERFURACAO;RAS16D35;RONDONIA;MAO-DE-OBRA;1117;Conexão Tipo ampactinho, por peça.;1.0;1.0;
;RAMAL SERV.MON.1X16+16 (DUPLEX) PERFURACAO;RAS16D35;RONDONIA;MAO-DE-OBRA;1120;Conexão Tipo de aperto, por peça.;1.0;1.0;
;RAMAL SERV.MON.1X16+16 (DUPLEX) PERFURACAO;RAS16D35;RONDONIA;MAO-DE-OBRA;1166;Ramal de serviço Multiplex.;1.0;1.0;
;RAMAL SERV.MON.1X16+16 (DUPLEX) PERFURACAO;RAS16D35;RONDONIA;MATERIAL;90304;ALCA PREF SERV ACO-ZINC 4,90-5,40MM 305MM BRC;1.0;1.0;
;RAMAL SERV.MON.1X16+16 (DUPLEX) PERFURACAO;RAS16D35;RONDONIA;MATERIAL;90471;CONEC CUNHA RML COBR TP I 3,17-8,12/3,17-7,42MM CZ;1.0;1.0;
;RAMAL SERV.MON.1X16+16 (DUPLEX) PERFURACAO;RAS16D35;RONDONIA;MATERIAL;90355;CONECTOR DERIV PERFURAT C/C 1,0KV 35-120MM2/10-35MM2;1.0;1.0;
;RAMAL SERV.BIFAS.2X16+16 (QUADRIPLEX) PARA CABO 2 AWG;RAS16Q2;RONDONIA;MAO-DE-OBRA;1117;Conexão Tipo ampactinho, por peça.;4.0;4.0;
;RAMAL SERV.BIFAS.2X16+16 (QUADRIPLEX) PARA CABO 2 AWG;RAS16Q2;RONDONIA;MAO-DE-OBRA;1166;Ramal de serviço Multiplex.;1.0;1.0;
;RAMAL SERV.BIFAS.2X16+16 (QUADRIPLEX) PARA CABO 2 AWG;RAS16Q2;RONDONIA;MATERIAL;90304;ALCA PREF SERV ACO-ZINC 4,90-5,40MM 305MM BRC;1.0;1.0;
;RAMAL SERV.BIFAS.2X16+16 (QUADRIPLEX) PARA CABO 2 AWG;RAS16Q2;RONDONIA;MATERIAL;90471;CONEC CUNHA RML COBR TP I 3,17-8,12/3,17-7,42MM CZ;4.0;4.0;
;RAMAL SERV.TRIF.3X16+16 (QUADRIPLEX) PERFURACAO;RAS16Q35;RONDONIA;MAO-DE-OBRA;1117;Conexão Tipo ampactinho, por peça.;1.0;1.0;
;RAMAL SERV.TRIF.3X16+16 (QUADRIPLEX) PERFURACAO;RAS16Q35;RONDONIA;MAO-DE-OBRA;1120;Conexão Tipo de aperto, por peça.;3.0;3.0;
;RAMAL SERV.TRIF.3X16+16 (QUADRIPLEX) PERFURACAO;RAS16Q35;RONDONIA;MAO-DE-OBRA;1166;Ramal de serviço Multiplex.;1.0;1.0;
;RAMAL SERV.TRIF.3X16+16 (QUADRIPLEX) PERFURACAO;RAS16Q35;RONDONIA;MATERIAL;90304;ALCA PREF SERV ACO-ZINC 4,90-5,40MM 305MM BRC;1.0;1.0;
;RAMAL SERV.TRIF.3X16+16 (QUADRIPLEX) PERFURACAO;RAS16Q35;RONDONIA;MATERIAL;90471;CONEC CUNHA RML COBR TP I 3,17-8,12/3,17-7,42MM CZ;1.0;1.0;
;RAMAL SERV.TRIF.3X16+16 (QUADRIPLEX) PERFURACAO;RAS16Q35;RONDONIA;MATERIAL;90355;CONECTOR DERIV PERFURAT C/C 1,0KV 35-120MM2/10-35MM2;3.0;3.0;
RTAM16A;RAMAL SERV.BIFAS.2X16+16 (TRIPLEX) PARA CABO 2 AWG;RAS16T2;RONDONIA;MAO-DE-OBRA;1117;Conexão Tipo ampactinho, por peça.;3.0;3.0;
;RAMAL SERV.BIFAS.2X16+16 (TRIPLEX) PARA CABO 2 AWG;RAS16T2;RONDONIA;MAO-DE-OBRA;1166;Ramal de serviço Multiplex.;1.0;1.0;
;RAMAL SERV.BIFAS.2X16+16 (TRIPLEX) PARA CABO 2 AWG;RAS16T2;RONDONIA;MATERIAL;90304;ALCA PREF SERV ACO-ZINC 4,90-5,40MM 305MM BRC;1.0;1.0;
;RAMAL SERV.BIFAS.2X16+16 (TRIPLEX) PARA CABO 2 AWG;RAS16T2;RONDONIA;MATERIAL;90471;CONEC CUNHA RML COBR TP I 3,17-8,12/3,17-7,42MM CZ;3.0;3.0;
RTAM16;RAMAL SERV.BIFAS.2X16+16 (TRIPLEX) PERFURACAO;RAS16T35;RONDONIA;MAO-DE-OBRA;1117;Conexão Tipo ampactinho, por peça.;1.0;1.0;
;RAMAL SERV.BIFAS.2X16+16 (TRIPLEX) PERFURACAO;RAS16T35;RONDONIA;MAO-DE-OBRA;1120;Conexão Tipo de aperto, por peça.;2.0;2.0;
;RAMAL SERV.BIFAS.2X16+16 (TRIPLEX) PERFURACAO;RAS16T35;RONDONIA;MAO-DE-OBRA;1166;Ramal de serviço Multiplex.;1.0;1.0;
;RAMAL SERV.BIFAS.2X16+16 (TRIPLEX) PERFURACAO;RAS16T35;RONDONIA;MATERIAL;90304;ALCA PREF SERV ACO-ZINC 4,90-5,40MM 305MM BRC;1.0;1.0;
;RAMAL SERV.BIFAS.2X16+16 (TRIPLEX) PERFURACAO;RAS16T35;RONDONIA;MATERIAL;90471;CONEC CUNHA RML COBR TP I 3,17-8,12/3,17-7,42MM CZ;1.0;1.0;
;RAMAL SERV.BIFAS.2X16+16 (TRIPLEX) PERFURACAO;RAS16T35;RONDONIA;MATERIAL;90355;CONECTOR DERIV PERFURAT C/C 1,0KV 35-120MM2/10-35MM2;2.0;2.0;
;RAMAL SERV.BIFAS.3X25+25 (QUADRIPLEX) PARA CABO 2 AWG;RAS25Q2;RONDONIA;MAO-DE-OBRA;1117;Conexão Tipo ampactinho, por peça.;4.0;4.0;
;RAMAL SERV.BIFAS.3X25+25 (QUADRIPLEX) PARA CABO 2 AWG;RAS25Q2;RONDONIA;MAO-DE-OBRA;1166;Ramal de serviço Multiplex.;1.0;1.0;
;RAMAL SERV.BIFAS.3X25+25 (QUADRIPLEX) PARA CABO 2 AWG;RAS25Q2;RONDONIA;MATERIAL;90305;ALCA PREF SERV ACO-ZINC 6,00-6,70MM 330MM LRJ;1.0;1.0;
;RAMAL SERV.BIFAS.3X25+25 (QUADRIPLEX) PARA CABO 2 AWG;RAS25Q2;RONDONIA;MATERIAL;90471;CONEC CUNHA RML COBR TP I 3,17-8,12/3,17-7,42MM CZ;4.0;4.0;
;RAMAL SERV.TRIF.3X25X25 (QUADRIPLEX) PERFURACAO;RAS25Q35;RONDONIA;MAO-DE-OBRA;1117;Conexão Tipo ampactinho, por peça.;1.0;1.0;
;RAMAL SERV.TRIF.3X25X25 (QUADRIPLEX) PERFURACAO;RAS25Q35;RONDONIA;MAO-DE-OBRA;1120;Conexão Tipo de aperto, por peça.;3.0;3.0;
;RAMAL SERV.TRIF.3X25X25 (QUADRIPLEX) PERFURACAO;RAS25Q35;RONDONIA;MAO-DE-OBRA;1166;Ramal de serviço Multiplex.;1.0;1.0;
;RAMAL SERV.TRIF.3X25X25 (QUADRIPLEX) PERFURACAO;RAS25Q35;RONDONIA;MATERIAL;90305;ALCA PREF SERV ACO-ZINC 6,00-6,70MM 330MM LRJ;1.0;1.0;
;RAMAL SERV.TRIF.3X25X25 (QUADRIPLEX) PERFURACAO;RAS25Q35;RONDONIA;MATERIAL;90471;CONEC CUNHA RML COBR TP I 3,17-8,12/3,17-7,42MM CZ;1.0;1.0;
;RAMAL SERV.TRIF.3X25X25 (QUADRIPLEX) PERFURACAO;RAS25Q35;RONDONIA;MATERIAL;90355;CONECTOR DERIV PERFURAT C/C 1,0KV 35-120MM2/10-35MM2;3.0;3.0;
;RAMAL SERV.BIFAS.2X25+25 (TRIPLEX) PARA CABO 2 AWG;RAS25T2;RONDONIA;MAO-DE-OBRA;1117;Conexão Tipo ampactinho, por peça.;3.0;3.0;
;RAMAL SERV.BIFAS.2X25+25 (TRIPLEX) PARA CABO 2 AWG;RAS25T2;RONDONIA;MAO-DE-OBRA;1166;Ramal de serviço Multiplex.;1.0;1.0;
;RAMAL SERV.BIFAS.2X25+25 (TRIPLEX) PARA CABO 2 AWG;RAS25T2;RONDONIA;MATERIAL;90305;ALCA PREF SERV ACO-ZINC 6,00-6,70MM 330MM LRJ;1.0;1.0;
;RAMAL SERV.BIFAS.2X25+25 (TRIPLEX) PARA CABO 2 AWG;RAS25T2;RONDONIA;MATERIAL;90471;CONEC CUNHA RML COBR TP I 3,17-8,12/3,17-7,42MM CZ;3.0;3.0;
;RAMAL SERV.BIFAS.2X25+25 (TRIPLEX) PERFURACAO;RAS25T35;RONDONIA;MAO-DE-OBRA;1117;Conexão Tipo ampactinho, por peça.;1.0;1.0;
;RAMAL SERV.BIFAS.2X25+25 (TRIPLEX) PERFURACAO;RAS25T35;RONDONIA;MAO-DE-OBRA;1120;Conexão Tipo de aperto, por peça.;2.0;2.0;
;RAMAL SERV.BIFAS.2X25+25 (TRIPLEX) PERFURACAO;RAS25T35;RONDONIA;MAO-DE-OBRA;1166;Ramal de serviço Multiplex.;1.0;1.0;
;RAMAL SERV.BIFAS.2X25+25 (TRIPLEX) PERFURACAO;RAS25T35;RONDONIA;MATERIAL;90305;ALCA PREF SERV ACO-ZINC 6,00-6,70MM 330MM LRJ;1.0;1.0;
;RAMAL SERV.BIFAS.2X25+25 (TRIPLEX) PERFURACAO;RAS25T35;RONDONIA;MATERIAL;90471;CONEC CUNHA RML COBR TP I 3,17-8,12/3,17-7,42MM CZ;1.0;1.0;
