ATIVO;DESC ATIVO;COMPONENTE;PROJETO;MDO;CODIGO;DESC CODIGO;FATOR I;FATOR R;FILTRO
;;;;;90473;CONEC CUNHA RML C-C COBRE 2,54-6,55/1,27-4,65MM VM TP III;1.0;1.0;
;;;;;90472;CONEC CUNHA RML COBR TP II 3,17-8,12/3,17-5,21MM VD;1.0;1.0;
;;;;;90471;CONEC CUNHA RML C-C COBRE 3,17-8,12/3,17-7,42MM CZ TP I;1.0;1.0;
;;;;;90467;CONEC CUNHA RML C-C COBRE 5,60-8,33/1,36-1,73MM VL/AZ TP G;1.0;1.0;
;;;;;90465;CONEC CUNHA RML C-C COBRE 8,20-11,8/2,25-5,10MM MR TP C;1.0;1.0;
;;;;;90469;CONEC CUNHA RML C-C COBRE 9,34-11,1/1,74-5,10MM MR/AZ TP J;1.0;1.0;
;;;;;90490;CONECTOR ATERR CUNHA CAB-HASTE COBRE 6,40MM/ 5/8;1.0;1.0;
;;;;;90489;CONECTOR ATERR TRANSV COBRE CB/HST 25-35MM2 14,3MM;1.0;1.0;
;;;;;1101;Condutor Mega Jumper - por aplicação;1.0;1.0;
;;;;;1102;Condutor multiplex, por metro.;1.0;1.0;
;;;;;1103;Condutores de alumínio, por 100Kg.;1.0;1.0;
;;;;;1104;Condutores de Aluminio, Protegido, por metro;1.0;1.0;
;;;;;90928;Conector cunha cobre cabo/cabo 120mm²/120mm² - azul;1.0;1.0;
;;;;;90927;Conector cunha cobre cabo/cabo 120mm²/95mm² - azul;1.0;1.0;
;;;;;1107;Cordoalha de Aço Zincado por 100kg.;1.0;1.0;
;;;;;1108;Emenda do condutor partido, por unidade.;1.0;1.0;
;;;;;1109;Mufla para Cabo Isolado 50mm isolação 15 KVA para MT;1.0;1.0;
;;;;;1111;Rede de MT Subterranea em metro;1.0;1.0;
;;;;;1112;Retensionamento e Nivelamento Cabo Al., por 100Kg.;1.0;1.0;
;;;;;1113;Retensionamento e Nivelamento Cabo Multiplex ,por metro;1.0;1.0;
;;;;;1114;Retensionamento e nivelamento, por metro.;1.0;1.0;
;;;;;1115;Isolador de pino ou disco completo, peça.;1.0;1.0;
;;;;;1116;Conexão em caixa de ramal;1.0;1.0;
;;;;;1117;Conexão Tipo ampactinho, por peça.;1.0;1.0;
;;;;;1118;Conexão Tipo com Cunha, por peça.;1.0;1.0;
;;;;;1119;Conexão Tipo compressão, por peça.;1.0;1.0;
;;;;;1120;Conexão Tipo de aperto, por peça.;1.0;1.0;
;;;;;1121;Flying-tap com seccionamento.;1.0;1.0;
;;;;;1122;Flying-tap primário ou secundário.;1.0;1.0;
;;;;;1123;Refazer jampe de alta tensão.;1.0;1.0;
;;;;;1124;Aterramento;1.0;1.0;
;;;;;1125;Aterramento completo com três hastes.;1.0;1.0;
;;;;;1126;Aterramento completo com uma haste;1.0;1.0;
;;;;;1129;Aterramento e seccionamento de cerca.;1.0;1.0;
;;;;;1131;Contra poste;1.0;1.0;
;;;;;1132;Estai de âncora.;1.0;1.0;
;;;;;1133;Estai poste a poste, cruzeta a cruzeta, cruzeta a poste.;1.0;1.0;
;;;;;1134;Haste adicional para aterramento.;1.0;1.0;
;;;;;1135;Retensionamento de estai ou remoção.;1.0;1.0;
;;;;;1136;Seccionador de Cerca;1.0;1.0;
;;;;;1138;Luminaria Pública com Braço.;1.0;1.0;
;;;;;1140;Chave magnética / Relé fotoelétrico, peça.;1.0;1.0;
;;;;;1141;"Eletroduto de Ferro Galvanizado 3m 1.1/4"" A 3"" - Lançamento em Cava";1.0;1.0;
;;;;;1143;Lâmpada (simples) - conj. de 10 peças.;1.0;1.0;
;;;;;1144;Lâmpada em luminária pétala, poste de 16 metros;1.0;1.0;
;;;;;1147;Luminaria Normal;1.0;1.0;
;;;;;1148;Luminaria Petala;1.0;1.0;
;;;;;1149;Mangueira Luminosa 13mm;1.0;1.0;
;;;;;1151;Montagem de Caixa de CP.Rede;1.0;1.0;
;;;;;1152;Montagem de Comando p/ Iluminação;1.0;1.0;
;;;;;1153;Poste Ornamental de 1m de fixação em Concreto;1.0;1.0;
;;;;;1154;Reator em luminária pétala, poste de 16 metros;1.0;1.0;
;;;;;1155;Reator.;1.0;1.0;
;;;;;1228;Comando p/ Iluminação;1.0;1.0;
;;;;;1157;Caixa p/ Ramal;1.0;1.0;
;;;;;1158;Corte de Ramal;1.0;1.0;
;;;;;1159;Corte de Ramal com Medidor;1.0;1.0;
;;;;;1160;Desvio de Energia com Ramal;1.0;1.0;
;;;;;1161;Instalação de Ramal Anti-Furto;1.0;1.0;
;;;;;1163;Ramal de serviço aéreo - BT.;1.0;1.0;
;;;;;1165;Ramal de Serviço Monofasico;1.0;1.0;
;;;;;1166;Ramal de serviço Multiplex.;1.0;1.0;
;;;;;1168;Ramal de serviço subterrâneo - BT.;1.0;1.0;
;;;;;1170;Reinstalação de CP.Rede (Fixação e Aterramento) - DCMD;1.0;1.0;
;;;;;1171;ReInstalação de Ramal de Serviço Multiplex ou Antifurto - DCMD;1.0;1.0;
;;;;;1172;Afastador de rede BT;1.0;1.0;
;;;;;1173;Armação Primária p/ Neutro Contínuo;1.0;1.0;
;;;;;1174;Armação Secundária de 1 Estribo;1.0;1.0;
;;;;;1175;Armação Secundária de 2 Estribo;1.0;1.0;
;;;;;1177;Caixa Anti-Furto;1.0;1.0;
;;;;;1179;Conjunto de Medição em Media Tensão;1.0;1.0;
;;;;;1182;Padrão Rural completo RES.488 (padrão pre montado 5m, cx Medição,;1.0;1.0;
;;;;;1183;Padrão Rural completo RES.488 (padrão pre montado 7m, cx Medição,;1.0;1.0;
;;;;;1184;Padrão Rural completo RES.488 (Pontalete, cx Medição, aterramento, co;1.0;1.0;
;;;;;1186;Espaçador em rede protegida - Losangular;1.0;1.0;
;;;;;1187;Espaçador em rede secundária.;1.0;1.0;
;;;;;1188;Espaçadores em Rede Secundária por Vão;1.0;1.0;
;;;;;1189;Estrutura Secundaria Isolada BI 1 e BI 2;1.0;1.0;
;;;;;1190;Estrutura Secundária Isolada BI 3, BI 4, BI 5 e BI 6;1.0;1.0;
;;;;;1191;Estrutura Secundária Isolada BI 7 e BI 8;1.0;1.0;
;;;;;1192;Estrutura Secundária Isolada BI 9;1.0;1.0;
;;;;;1193;Fundação Especial c/1 Tubo 1x0.6;1.0;1.0;
;;;;;1194;Fundação Especial c/2 Tubos 1x0.6;1.0;1.0;
;;;;;1195;Fundação especial com 1 tubo 1x1 m.;1.0;1.0;
;;;;;1196;Fundação especial com 2 tubos 1x1 m.;1.0;1.0;
;;;;;1197;Instalação de Medidor;1.0;1.0;
;;;;;1207;Limpeza de faixa e aceiro dos postes em 1Km de faixa de LDR - vegetaç;1.0;1.0;
;;;;;1208;Poda de Arvore em RDU - por unidade.;1.0;1.0;
;;;;;1212;Acabamento de Blindagem no Poste;1.0;1.0;
;;;;;1213;Aluguel de Linha Viva CIA por Hora;1.0;1.0;
;;;;;1214;Aluguel de Linha Viva Terceiros por Hora;1.0;1.0;
;;;;;1215;Aluguel de Linha Viva Terceiros por Hora - Contrato DCMD;1.0;1.0;
;;;;;1217;Autorização de Travessia de BR (DNIT);1.0;1.0;
;;;;;1219;Bucha, Arruela, parafuso e Porca Olhal;1.0;1.0;
;;;;;1220;Cadastro de OS no SIATE p/ Unidade consumidora;1.0;1.0;
;;;;;1221;Caixa de Medição com Alvenaria;1.0;1.0;
;;;;;1222;Caixa de Medição sem Alvenaria;1.0;1.0;
;;;;;1225;CAIXA CPREDE MONOFASICA;1.0;1.0;
;;;;;1227;Chave Fusível Religadora;1.0;1.0;
;;;;;1229;Conector Katro;1.0;1.0;
;;;;;1230;Conjunto de serviço de Regularização;1.0;1.0;
;;;;;1231;CONTRATO - Inst. de Regulador de Tensão Completo p/Ponto;1.0;1.0;
;;;;;1232;CONTRATO - Inst. de Religador de Linha Completo p/Ponto;1.0;1.0;
;;;;;1233;CONTRATO - Integração equip. RL/RT Sistema Scada (SERVIÇO);1.0;1.0;
;;;;;1237;Disjuntor;1.0;1.0;
;;;;;1238;Disponibilidade de Equipe de Construção (por Equipe e por Hora);1.0;1.0;
;;;;;1239;Elaboração de Projeto;1.0;1.0;
;;;;;1240;"Eletroduto de PVC Rigido 2"" A 3"" - Lançamento em Cava";1.0;1.0;
;;;;;1242;Fiscalização de obra - Terceirizada - DEALT;1.0;1.0;
;;;;;1247;Inspeção em LDR para encontrar defeito por Km.;1.0;1.0;
;;;;;1248;Instalação de Medição Fiscal;1.0;1.0;
;;;;;1249;Instalação de Medição Irrigante;1.0;1.0;
;;;;;1250;Instalação de placa em obra;1.0;1.0;
;;;;;1253;KIT P1 (Clandestino);1.0;1.0;
;;;;;1254;KIT P10 (Clandestino);1.0;1.0;
;;;;;1255;KIT P11 (Clandestino);1.0;1.0;
;;;;;1256;KIT P2 (Clandestino);1.0;1.0;
;;;;;1257;KIT P3 (Clandestino);1.0;1.0;
;;;;;1258;KIT P5 (Clandestino);1.0;1.0;
;;;;;1259;KIT P6 (Clandestino);1.0;1.0;
;;;;;1260;KIT P7 (Clandestino);1.0;1.0;
;;;;;1261;KIT P8 (Clandestino);1.0;1.0;
;;;;;1262;KIT P9 (Clandestino);1.0;1.0;
;;;;;1264;Levantamento Topógrafico Planialtimétrico de 1Km em áreas Rurais, inc;1.0;1.0;
;;;;;1269;Linha Viva Leve;1.0;1.0;
;;;;;1270;Linha Viva Pesada;1.0;1.0;
;;;;;1271;Medidor Monofásico;1.0;1.0;
;;;;;1272;Negociação de Divida com Aceite;1.0;1.0;
;;;;;1276;Projeto Elaborado por Terceiro;1.0;1.0;
;;;;;1278;Recuperação de Calçada com Revestimento;1.0;1.0;
;;;;;1279;Recuperação de Calçada sem Revestimento;1.0;1.0;
;;;;;1280;Recuperação de Calçada Simples;1.0;1.0;
;;;;;1281;Retirar objeto estranho em RDU/LDR por vão.;1.0;1.0;
;;;;;1284;Transporte de fiscalização tercerizada (Informar KM da sede da contra;1.0;1.0;
;;;;;1285;Tampa da Caixa de Medição;1.0;1.0;
;;;;;1286;Teste de Desvio Embutido;1.0;1.0;
;;;;;1287;Tornearia;1.0;1.0;
;;;;;1288;Transporte de Materiais e equipe para Obra - valor em Km.;1.0;1.0;
;;;;;1289;Transporte de Materiais para Obra - valor em Km.;1.0;1.0;
;;;;;1290;Trator por hora (esteira);1.0;1.0;
;;;;;1291;Trator por hora (pneu comum);1.0;1.0;
;;;;;1234;CAIXA CPREDE TRIFASICA;1.0;1.0;
;;;;;1251;PADRÃO COMPLETO PARA MEDIÇÃO IRRIGANTE - EMATER;1.0;1.0;
;;;;;1252;MEDIÇÃO IRRIGANTE - EMATER;1.0;1.0;
;;;;;1298;BLINDAGEM DE TRAFO MONOFASICO;1.0;1.0;
;;;;;1300;Serviço de inst. equipamento de medição;1.0;1.0;
;;;;;1292;CONTRATO - Serviço de Integração de Regulador com GPRS;1.0;1.0;
;;;;;1293;CONTRATO - Serviço de Integração de Regulador com radio digital;1.0;1.0;
;;;;;1294;CONTRATO - Serviço de Integração Sinalizador de falta;1.0;1.0;
;;;;;1295;CONTRATO - Serviço de Integração de Regulador com GPRS/Radio Digital;1.0;1.0;
;;;;;1296;CONTRATO - Serviço de Integração Self Healing;1.0;1.0;
;;;;;1442;TERC PROJ - Elaboração de projeto de travessia (DNIT, DER, Marinha e Ferrovia) - por Projeto;1.0;1.0;
;;;;;1297;CONTRATO - Construção de Casa de Comando de 2x3m com muro de 9x7m,;1.0;1.0;
;;;;;90701;LACO PREFORM TOPO PESC 60MM 336,4MCM(CA/CAA) 800,0MM C/COXIM;1.0;1.0;
;;;;;90034;PODA DE ÁRVORE POR UNIDADE COM RECOLHIMENTO;1.0;1.0;
;;;;;90035;PODA DE ÁRVORE POR UNIDADE SEM RECOLHIMENTO;1.0;1.0;
;;;;;90933;Conector cunha cobre cabo/cabo 150mm²/120mm² - azul;1.0;1.0;
;;;;;90934;Conector cunha cobre cabo/cabo 150mm²/150mm² - azul;1.0;1.0;
;;;;;90929;Conector cunha cobre cabo/cabo 150mm²/25mm² - azul;1.0;1.0;
;;;;;90930;Conector cunha cobre cabo/cabo 150mm²/35mm² - azul;1.0;1.0;
;;;;;90931;Conector cunha cobre cabo/cabo 150mm²/50mm² - azul;1.0;1.0;
;;;;;90932;Conector cunha cobre cabo/cabo 150mm²/70mm² - azul;1.0;1.0;
;;;;;90950;Conector cunha cobre cabo/cabo 150mm²/95mm² - azul;1.0;1.0;
;;;;;90940;Conector cunha cobre cabo/cabo 185mm²/120mm² - azul;1.0;1.0;
;;;;;90941;Conector cunha cobre cabo/cabo 185mm²/150mm² - azul;1.0;1.0;
;;;;;90942;Conector cunha cobre cabo/cabo 185mm²/185mm² - azul;1.0;1.0;
;;;;;90935;Conector cunha cobre cabo/cabo 185mm²/25mm² - azul;1.0;1.0;
;;;;;90936;Conector cunha cobre cabo/cabo 185mm²/35mm² - azul;1.0;1.0;
;;;;;90937;Conector cunha cobre cabo/cabo 185mm²/50mm² - azul;1.0;1.0;
;;;;;90938;Conector cunha cobre cabo/cabo 185mm²/70mm² - azul;1.0;1.0;
;;;;;90939;Conector cunha cobre cabo/cabo 185mm²/95mm² - azul;1.0;1.0;
;;;;;90920;Conector cunha cobre cabo/cabo 25 a 35mm²/16 a 25mm² - vermelho;1.0;1.0;
;;;;;90921;Conector cunha cobre cabo/cabo 35 a 50mm²/16 a 25mm² - vermelho;1.0;1.0;
;;;;;90943;Conector cunha cobre cabo/cabo 50 a 120mm²/16 a 50mm² - azul;1.0;1.0;
;;;;;90922;Conector cunha cobre cabo/cabo 50mm²/35mm² - vermelho;1.0;1.0;
;;;;;90944;Conector cunha cobre cabo/cabo 70 a 120mm²/25 a 50mm² - azul;1.0;1.0;
;;;;;90924;Conector cunha cobre cabo/cabo 70 a 120mm²/35 a 70mm² - azul;1.0;1.0;
;;;;;90923;Conector cunha cobre cabo/cabo 70 a 95mm²/16 a 25mm² - azul;1.0;1.0;
;;;;;90925;Conector cunha cobre cabo/cabo 95 a 120mm²/50 a 70mm² - azul;1.0;1.0;
;;;;;90926;Conector cunha cobre cabo/cabo 95 a 120mm²/70 a 95mm² - azul;1.0;1.0;
;;;;;42;FIO DE COBRE ISOLADO 1,5 MM2;1.0;1.0;
;;;;;90460;GRAMPO LINHA VIVA COBRE 2-1/0AWG/ 8-2/0AWG;1.0;1.0;
;;;;;90713;ALCA PREF LIGA-ALUMINIO 35 MM2 COM NEUTRO ISOLADO;1.0;1.0;
;;;;;90715;ALCA PREF LIGA-ALUMINIO 70 MM2 COM NEUTRO ISOLADO;1.0;1.0;
;;;;;90708;ALCA PREF DISTR LIGA-ALUM 9,15-10,25MM 670MM AMR;1.0;1.0;
;;;;;90722;ALCA PREF SERV LIGA-ALUM 8,70-9,70MM 380MM LRJ;1.0;1.0;
;;;;;423;REMOÇÃO DE CODIGO;1.0;1.0;
;;;;;90740;LACO CAL 4;1.0;1.0;
;;;;;90741;LACO CAL 2;1.0;1.0;
;;;;;90742;LACO CAL 1/0;1.0;1.0;
;;;;;90743;LACO CAL 2/0;1.0;1.0;
;;;;;90744;LACO CAL 3/0;1.0;1.0;
;;;;;90745;LACO CAL 4/0;1.0;1.0;
;;;;;90746;LACO CAL 336;1.0;1.0;
;;;;;90721;ALCA PREF SERV LIGA-ALUM 6,45-7,50MM 330MM BRC;1.0;1.0;
;;;;;90685;ALCA PREF DISTR ACO-ZINC 10,30-11,55MM 710MM AZL;1.0;1.0;
;;;;;90437;UVA EMENDA COMPRES DISTR ALUM CAA 2/0AWG 500/133MM;1.0;1.0;
;;;;;690916;CONTROLE DE RELIGADOR - REDE DE DISTRIBUICAO VCA;1.0;1.0;
;;;;;631187;BUCHA NYLON 10MM;1.0;1.0;
;;;;;91003;CAIXA MED BLIND METAL INDIVIDUAL CB-300 350X252X134MM;1.0;1.0;
;;;;;90823;CONECTOR ATERR CUNHA COBRE CB/HST 25-35MM2 14,3MM;1.0;1.0;
;;;;;90862;DISJUNTOR PROT TERMOMAG PEC IEC/DIN 1P 32A 240V 4,5KA CVC;1.0;1.0;
;;;;;37926;LACRE SEG. SEMI-BARREIRA PRETO;1.0;1.0;
;;;;;38577;PARAFUSO AUTO ATARR PANELA ACO GALV AB INOX 4,2MM 16MM;1.0;1.0;
;;;;;90390;PARAFUSO CAB SEXT ACO INOX M12 40MM 100DAN;1.0;1.0;
;;;;;38508;PARAFUSO SEXTAVADO AUTOBROCANTE TAM 12.7/8;1.0;1.0;
;;;;;91050;PARAFUSO TRAVA COM TORQUE CONTROLADO (CORPO MENOR);1.0;1.0;
;;;;;91056;PEC MONOF PST METALICO 5000X80X80X3MM 90DAN 25MM 16MM2 PERDA;1.0;1.0;
;;;;;91002;SUPORTE PARA CINTA FIXACAO CAIXA MONOFASICA CB 300;1.0;1.0;
;;;;;91151;TRANSF DISTR AER OVI 3F 13,8KV 380/220V 30KVA CL4 4TP;1.0;1.0;
;;;;;91151;TRANSF DISTR AER OVI 3F 13,8KV 380/220V 30KVA CL4 4TP;1.0;1.0;
;;;;;91152;TRANSF DISTR AER OVI 3F 13,8KV 380/220V 45KVA CL4 4TP;1.0;1.0;
;;;;;91153;TRANSF DISTR AER OVI 3F 13,8KV 380/220V 75KVA CL4 4TP;1.0;1.0;
;;;;;91154;TRANSF DISTR AER OVI 3F 13,8KV 380/220V 112,5KVA CL4 4TP;1.0;1.0;
;;;;;91155;TRANSF DISTR AER OVI 3F 13,8KV 380/220V 150KVA CL4 4TP;1.0;1.0;
;;;;;91156;TRANSF DISTR AER OVI 3F 13,8KV 380/220V 225KVA CL4 4TP;1.0;1.0;
;;;;;91157;TRANSF DISTR AER OVI 3F 13,8KV 380/220V 300KVA CL4 4TP;1.0;1.0;
;;;;;91121;TRANSF DISTR AER OVI 3F 13,8KV 380/220V 30KVA CL2 4TP;1.0;1.0;
;;;;;91121;TRANSF DISTR AER OVI 3F 13,8KV 380/220V 30KVA CL2 4TP;1.0;1.0;
;;;;;91122;TRANSF DISTR AER OVI 3F 13,8KV 380/220V 45KVA CL2 4TP;1.0;1.0;
;;;;;91086;TRANSF DISTR AER OVI 3F 13,8KV 380/220V 75KVA CL2 4TP;1.0;1.0;
;;;;;91085;TRANSF DISTR AER OVI 3F 13,8KV 380/220V 112,5KVA CL2 4TP;1.0;1.0;
;;;;;91123;TRANSF DISTR AER OVI 3F 13,8KV 380/220V 150KVA CL2 4TP;1.0;1.0;
;;;;;91124;TRANSF DISTR AER OVI 3F 13,8KV 380/220V 225KVA CL2 4TP;1.0;1.0;
;;;;;91125;TRANSF DISTR AER OVI 3F 13,8KV 380/220V 300KVA CL2 4TP;1.0;1.0;
;;;;;91609;TRANSF DISTR AER OVI 1F 7,967KV 230V 25KVA CL4 5TP;1.0;1.0;
;;;;;91609;TRANSF DISTR AER OVI 1F 7,967KV 230V 25KVA CL4 5TP;1.0;1.0;
;;;;;91609;TRANSF DISTR AER OVI 1F 7,967KV 230V 25KVA CL4 5TP;1.0;1.0;
;;;;;91606;TRANSF DISTR AER OVI 1F 7,967KV 230V 25KVA CL2 5TP;1.0;1.0;
;;;;;91606;TRANSF DISTR AER OVI 1F 7,967KV 230V 25KVA CL2 5TP;1.0;1.0;
;;;;;91606;TRANSF DISTR AER OVI 1F 7,967KV 230V 25KVA CL2 5TP;1.0;1.0;
;;;;;91009;TRANSF DISTR AER OMI 1F 7,969KV 230V 5KVA CL2 5TP;1.0;1.0;
;;;;;92110;FIO COBRE ISOLAD 450/750V BWF/PVC 2,5MM2 CL1/4/5 PRT;1.0;1.0;
;;;;;92113;FIO COBRE ISOLAD 450/750V BWF/PVC 2,5MM2 CL1/4/5 VRM;1.0;1.0;
;;;;;7870;GRAMPO MIGUELAO C/PREGO DUPLO 1,8X25MM 4,0 MM BCO;1.0;1.0;
;;;;;632564;INTERRUPTOR 1 TECLA DE SOBREPOR 10A 250V;1.0;1.0;
;;;;;643460;LAMPADA BULBO LED 15W BRANCA 6500K BIVOLT;1.0;1.0;
;;;;;22226;QUADRO ELETR PP 53X 144X 65MM;1.0;1.0;
;;;;;22227;SOQUETE LAMP BAQUELITE 4A-250V E27;1.0;1.0;
;;;;;22273;ROSETA INST REDE BT REDONDA POLIETILENO 600X10MM;1.0;1.0;
;;;;;90841;DISJUNTOR PROT TERMOMAG PEC NEMA 1P 15A 220V 3,0KA CVC;1.0;1.0;
;;;;;607585;TOMADA P/REDE ELETRICA+2P+T;1.0;1.0;
;;;;;4431;Kit de Instalação Interna RES.488;1.0;1.0;
;;;;;639243;ISOL ROLD FIX PREGO 0,6KV PVC 30X24MM;1.0;1.0;
;;;;;4595;Alteração de US - Item a ser utilizado para pagamento da diferença na medição de mão de obra quando houver ajuste no valor da US.;1.0;1.0;
;;;;;2407;Conjunto Proteção Secundária Monofásica;1.0;1.0;
;;;;;2408;Conjunto Proteção Secundária Trifásica;1.0;1.0;
;;;;;2119;Cruzeta Limpa (Sem material ou equipamento);1.0;1.0;
;;;;;7036;EFET MANOBRA CHAV FACA AB/FEC LM;1.0;1.0;
;;;;;7037;EFET MANOBRA CHAV FUS AB/FEC LM;1.0;1.0;
;;;;;4520;Fiscalização de obra - Terceirizada (Por ponto fiscalizado);1.0;1.0;
;;;;;91379;Instalação do kit interno – 3 pontos de luz e 2 pontos de tomada (REN 488). Fornecimento de materiais pela contratada. (RURAL);1.0;1.0;
;;;;;91380;"Instalação do padrão de entrada (REN 488); (RURAL)";1.0;1.0;
;;;;;1536;LINHA VIVA - Amarração de condutor no isolador.;1.0;1.0;
;;;;;1360;LINHA VIVA - APRUMAR POSTE;1.0;1.0;
;;;;;1559;LINHA VIVA - Aterramento completo com três hastes.;1.0;1.0;
;;;;;1562;LINHA VIVA - Estai de âncora.;1.0;1.0;
;;;;;1524;LINHA VIVA - Capacitor com chave, por peça.;1.0;1.0;
;;;;;1563;LINHA VIVA - Estai poste a poste, cruzeta a cruzeta, cruzeta a poste.;1.0;1.0;
;;;;;1551;LINHA VIVA - Flying-tap primário ou secundário.;1.0;1.0;
;;;;;1591;LINHA VIVA - Poda de árvore em RDU - por unidade.;1.0;1.0;
;;;;;1568;LINHA VIVA - Retensionamento de estai ou remoção.;1.0;1.0;
;;;;;1584;LINHA VIVA - Condutores de aluminio, por quilo.;1.0;1.0;
;;;;;1540;LINHA VIVA - Condutores de cobre, por metro.;1.0;1.0;
;;;;;1367;LINHA VIVA - EMENDAR CONDUTOR (POR UNIDADE);1.0;1.0;
;;;;;1587;LINHA VIVA - Espaçador em rede protegida - Losangular;1.0;1.0;
;;;;;1588;LINHA VIVA - Espaçador em rede secundária.;1.0;1.0;
;;;;;1489;LINHA VIVA - Nivelamento;1.0;1.0;
;;;;;1544;LINHA VIVA - Retensionamento e nivelamento por vão.;1.0;1.0;
;;;;;1394;LINHA VIVA- CABOMEGA JUMPER;1.0;1.0;
;;;;;1525;LINHA VIVA - Chave a óleo.;1.0;1.0;
;;;;;1529;LINHA VIVA - Chave-faca unipolar (peça).;1.0;1.0;
;;;;;1530;LINHA VIVA - Chave-fusível (peça) + elo fusível (peça).;1.0;1.0;
;;;;;1397;LINHA VIVA- CONJUNTO SERTA;1.0;1.0;
;;;;;1434;LINHA VIVA-CH. FUSÍVEL RELIGADORA (POR UNIDADE);1.0;1.0;
;;;;;1370;LINHA VIVA - GLV C/ ESTRIBO (POR UNIDADE);1.0;1.0;
;;;;;1552;LINHA VIVA - Reapertar/refazer conexão de aperto, por peça.;1.0;1.0;
;;;;;1553;LINHA VIVA - Refazer conexão a compressão, por peça.;1.0;1.0;
;;;;;1556;LINHA VIVA - Refazer conexão cunha, por peça.;1.0;1.0;
;;;;;1555;LINHA VIVA - Refazer jampe de alta tensão.;1.0;1.0;
;;;;;1363;LINHA VIVA - CARTUCHO FUSÍVEL/ELO;1.0;1.0;
;;;;;1479;LINHA VIVA - Limpo (sem material ou equipamento).;1.0;1.0;
;;;;;1372;LINHA VIVA - MEDIÇÃO/AJUSTE DE TAP´S;1.0;1.0;
;;;;;1521;LINHA VIVA - Monofásicos/Trifásicos sem equipamentos.;1.0;1.0;
;;;;;1569;LINHA VIVA - Braço de Iluminação Pública.;1.0;1.0;
;;;;;1483;LINHA VIVA - Compacta CE1;1.0;1.0;
;;;;;1484;LINHA VIVA - Compacta CE1A;1.0;1.0;
;;;;;1485;LINHA VIVA - Compacta CE2;1.0;1.0;
;;;;;1486;LINHA VIVA - Compacta CE2-3;1.0;1.0;
;;;;;1487;LINHA VIVA - Compacta CE3;1.0;1.0;
;;;;;1488;LINHA VIVA - Compacta CE4;1.0;1.0;
;;;;;1490;LINHA VIVA - Compacta CEJ1;1.0;1.0;
;;;;;1491;LINHA VIVA - Compacta CEJ2;1.0;1.0;
;;;;;1547;LINHA VIVA - Isolador de pino.;1.0;1.0;
;;;;;1371;LINHA VIVA - ISOLADOR SUSPENSÂO;1.0;1.0;
;;;;;1385;LINHA VIVA - OUTRAS (HT/HL/ETC);1.0;1.0;
;;;;;1592;LINHA VIVA - Retirar objeto estranho em RDU/LDR por vão.;1.0;1.0;
;;;;;1548;LINHA VIVA - Pino de Aço do Isolador.;1.0;1.0;
;;;;;1492;LINHA VIVA - Tipo N1/M1/B1.;1.0;1.0;
;;;;;1493;LINHA VIVA - Tipo N2/M2/B2.;1.0;1.0;
;;;;;1494;LINHA VIVA - Tipo N3/M3/B3;1.0;1.0;
;;;;;1495;LINHA VIVA - Tipo N4/M4/B4/TE.;1.0;1.0;
;;;;;1515;LINHA VIVA - Tipo U1.;1.0;1.0;
;;;;;1516;LINHA VIVA - Tipo U2.;1.0;1.0;
;;;;;1517;LINHA VIVA - Tipo U3.;1.0;1.0;
;;;;;1518;LINHA VIVA - Tipo U4.;1.0;1.0;
;;;;;1531;LINHA VIVA - Pára-raios (peça).;1.0;1.0;
;;;;;1533;LINHA VIVA - Regulador de tensão ou booster em estrutura monofásica, com postes, chaves e pára-raios. (por celula);1.0;1.0;
;;;;;1409;LINHA VIVA- MANOBRAR CHAVE FUSÍVEL (POR PEÇA);1.0;1.0;
;;;;;1417;LINHA VIVA- MANUTENÇÃO CHAVE FUSÍVEL RELIGADORA (POR UNIDADE);1.0;1.0;
;;;;;1418;LINHA VIVA- MANUTENÇÃO REGULADOR TENSÃO (CONJUNTO);1.0;1.0;
;;;;;1389;LINHA VIVA - SECCIONALIZADOR/RELIGADOR/CHAVE REMOTA;1.0;1.0;
;;;;;1438;LINHA VIVA-ISOLAMENTO RD/MT (PROVISÓRIO P/ UNIDADE);1.0;1.0;
;;;;;90030;MOBILIZAÇÃO OU DESMOBILIZAÇÃO DE EQUIPE DE LINHA MORTA 4 PESSOAS;1.0;1.0;
;;;;;90031;MOBILIZAÇÃO OU DESMOBILIZAÇÃO DE EQUIPE DE LINHA MORTA 7 PESSOAS;1.0;1.0;
;;;;;90032;MOBILIZAÇÃO OU DESMOBILIZAÇÃO DE EQUIPE DE LINHA VIVA 3 PESSOAS;1.0;1.0;
;;;;;90033;MOBILIZAÇÃO OU DESMOBILIZAÇÃO DE EQUIPE DE LINHA VIVA 4 PESSOAS;1.0;1.0;
;;;;;2402;MÓDULO DE CONTROLE P/ BANCO REGULADOR/RELIGADOR;1.0;1.0;
;;;;;90078;Roço Manual (UN) por metro quadrado - vegetação a 20cm do solo (DEMANDA EVENTUAL);1.0;1.0;
;;;;;90079;Roço Mecanizado (UN) por metro quadrado - vegetação a 20cm do solo (DEMANDA EVENTUAL);1.0;1.0;
;;;;;2332;TP DE 15KV;1.0;1.0;
;;;;;26454;Transporte de equipamentos e materiais pesados;1.0;1.0;
;;;;;11458;TRANSPORTE ENTRE CIDADES;1.0;1.0;
;;;;;690496;ALCA PREF DISTR ACO-COBR 7,10-7,90MM 585MM PRT;1.0;1.0;
